0	0	77566	0	25855
0	0	77566	0	51711
0	0	77566	0	77566
0	0	77566	0	1.0342e+05
0	0	77566	25855	0
0	0	77566	25855	25855
0	0	77566	25855	51711
0	0	77566	25855	77566
0	0	77566	25855	1.0342e+05
0	0	77566	51711	0
0	0	77566	51711	25855
0	0	77566	51711	51711
0	0	77566	51711	77566
0	0	77566	51711	1.0342e+05
0	0	77566	77566	0
0	0	77566	77566	25855
0	0	77566	77566	51711
0	0	77566	77566	77566
0	0	77566	77566	1.0342e+05
0	0	77566	1.0342e+05	0
0	0	77566	1.0342e+05	25855
0	0	77566	1.0342e+05	51711
0	0	77566	1.0342e+05	77566
0	0	77566	1.0342e+05	1.0342e+05
0	0	1.0342e+05	0	0
0	0	1.0342e+05	0	25855
0	0	1.0342e+05	0	51711
0	0	1.0342e+05	0	77566
0	0	1.0342e+05	0	1.0342e+05
0	0	1.0342e+05	25855	0
0	0	1.0342e+05	25855	25855
0	0	1.0342e+05	25855	51711
0	0	1.0342e+05	25855	77566
0	0	1.0342e+05	25855	1.0342e+05
0	0	1.0342e+05	51711	0
0	0	1.0342e+05	51711	25855
0	0	1.0342e+05	51711	51711
0	0	1.0342e+05	51711	77566
0	0	1.0342e+05	51711	1.0342e+05
0	0	1.0342e+05	77566	0
0	0	1.0342e+05	77566	25855
0	0	1.0342e+05	77566	51711
0	0	1.0342e+05	77566	77566
0	0	1.0342e+05	77566	1.0342e+05
0	0	1.0342e+05	1.0342e+05	0
0	0	1.0342e+05	1.0342e+05	25855
0	0	1.0342e+05	1.0342e+05	51711
0	0	1.0342e+05	1.0342e+05	77566
0	0	1.0342e+05	1.0342e+05	1.0342e+05
5	20	0	0	0
5	20	0	0	25855
5	20	0	0	51711
5	20	0	0	77566
5	20	0	0	1.0342e+05
5	20	0	25855	0
5	20	0	25855	25855
5	20	0	25855	51711
5	20	0	25855	77566
5	20	0	25855	1.0342e+05
5	20	0	51711	0
5	20	0	51711	25855
5	20	0	51711	51711
5	20	0	51711	77566
5	20	0	51711	1.0342e+05
5	20	0	77566	0
5	20	0	77566	25855
5	20	0	77566	51711
5	20	0	77566	77566
5	20	0	77566	1.0342e+05
5	20	0	1.0342e+05	0
5	20	0	1.0342e+05	25855
5	20	0	1.0342e+05	51711
5	20	0	1.0342e+05	77566
5	20	0	1.0342e+05	1.0342e+05
5	20	25855	0	0
5	20	25855	0	25855
5	20	25855	0	51711
5	20	25855	0	77566
5	20	25855	0	1.0342e+05
5	20	25855	25855	0
5	20	25855	25855	25855
5	20	25855	25855	51711
5	20	25855	25855	77566
5	20	25855	25855	1.0342e+05
5	20	25855	51711	0
5	20	25855	51711	25855
5	20	25855	51711	51711
5	20	25855	51711	77566
5	20	25855	51711	1.0342e+05
5	20	25855	77566	0
5	20	25855	77566	25855
5	20	25855	77566	51711
5	20	25855	77566	77566
5	20	25855	77566	1.0342e+05
5	20	25855	1.0342e+05	0
5	20	25855	1.0342e+05	25855
5	20	25855	1.0342e+05	51711
5	20	25855	1.0342e+05	77566
5	20	25855	1.0342e+05	1.0342e+05
5	20	51711	0	0
5	20	51711	0	25855
5	20	51711	0	51711
5	20	51711	0	77566
5	20	51711	0	1.0342e+05
5	20	51711	25855	0
5	20	51711	25855	25855
5	20	51711	25855	51711
5	20	51711	25855	77566
5	20	51711	25855	1.0342e+05
5	20	51711	51711	0
5	20	51711	51711	25855
5	20	51711	51711	51711
5	20	51711	51711	77566
5	20	51711	51711	1.0342e+05
5	20	51711	77566	0
5	20	51711	77566	25855
5	20	51711	77566	51711
5	20	51711	77566	77566
5	20	51711	77566	1.0342e+05
5	20	51711	1.0342e+05	0
5	20	51711	1.0342e+05	25855
5	20	51711	1.0342e+05	51711
5	20	51711	1.0342e+05	77566
5	20	51711	1.0342e+05	1.0342e+05
5	20	77566	0	0
5	20	77566	0	25855
5	20	77566	0	51711
5	20	77566	0	77566
5	20	77566	0	1.0342e+05
5	20	77566	25855	0
5	20	77566	25855	25855
5	20	77566	25855	51711
5	20	77566	25855	77566
5	20	77566	25855	1.0342e+05
5	20	77566	51711	0
5	20	77566	51711	25855
5	20	77566	51711	51711
5	20	77566	51711	77566
5	20	77566	51711	1.0342e+05
5	20	77566	77566	0
5	20	77566	77566	25855
5	20	77566	77566	51711
5	20	77566	77566	77566
5	20	77566	77566	1.0342e+05
5	20	77566	1.0342e+05	0
5	20	77566	1.0342e+05	25855
5	20	77566	1.0342e+05	51711
5	20	77566	1.0342e+05	77566
5	20	77566	1.0342e+05	1.0342e+05
5	20	1.0342e+05	0	0
5	20	1.0342e+05	0	25855
5	20	1.0342e+05	0	51711
5	20	1.0342e+05	0	77566
5	20	1.0342e+05	0	1.0342e+05
5	20	1.0342e+05	25855	0
5	20	1.0342e+05	25855	25855
5	20	1.0342e+05	25855	51711
5	20	1.0342e+05	25855	77566
5	20	1.0342e+05	25855	1.0342e+05
5	20	1.0342e+05	51711	0
5	20	1.0342e+05	51711	25855
5	20	1.0342e+05	51711	51711
5	20	1.0342e+05	51711	77566
5	20	1.0342e+05	51711	1.0342e+05
5	20	1.0342e+05	77566	0
5	20	1.0342e+05	77566	25855
5	20	1.0342e+05	77566	51711
5	20	1.0342e+05	77566	77566
5	20	1.0342e+05	77566	1.0342e+05
5	20	1.0342e+05	1.0342e+05	0
5	20	1.0342e+05	1.0342e+05	25855
5	20	1.0342e+05	1.0342e+05	51711
5	20	1.0342e+05	1.0342e+05	77566
5	20	1.0342e+05	1.0342e+05	1.0342e+05
5	-20	0	0	0
5	-20	0	0	25855
5	-20	0	0	51711
5	-20	0	0	77566
5	-20	0	0	1.0342e+05
5	-20	0	25855	0
5	-20	0	25855	25855
5	-20	0	25855	51711
5	-20	0	25855	77566
5	-20	0	25855	1.0342e+05
5	-20	0	51711	0
5	-20	0	51711	25855
5	-20	0	51711	51711
5	-20	0	51711	77566
5	-20	0	51711	1.0342e+05
5	-20	0	77566	0
5	-20	0	77566	25855
5	-20	0	77566	51711
5	-20	0	77566	77566
5	-20	0	77566	1.0342e+05
5	-20	0	1.0342e+05	0
5	-20	0	1.0342e+05	25855
5	-20	0	1.0342e+05	51711
5	-20	0	1.0342e+05	77566
5	-20	0	1.0342e+05	1.0342e+05
5	-20	25855	0	0
5	-20	25855	0	25855
5	-20	25855	0	51711
5	-20	25855	0	77566
5	-20	25855	0	1.0342e+05
5	-20	25855	25855	0
5	-20	25855	25855	25855
5	-20	25855	25855	51711
5	-20	25855	25855	77566
5	-20	25855	25855	1.0342e+05
5	-20	25855	51711	0
5	-20	25855	51711	25855
5	-20	25855	51711	51711
5	-20	25855	51711	77566
5	-20	25855	51711	1.0342e+05
5	-20	25855	77566	0
5	-20	25855	77566	25855
5	-20	25855	77566	51711
5	-20	25855	77566	77566
5	-20	25855	77566	1.0342e+05
5	-20	25855	1.0342e+05	0
5	-20	25855	1.0342e+05	25855
5	-20	25855	1.0342e+05	51711
5	-20	25855	1.0342e+05	77566
5	-20	25855	1.0342e+05	1.0342e+05
5	-20	51711	0	0
5	-20	51711	0	25855
5	-20	51711	0	51711
5	-20	51711	0	77566
5	-20	51711	0	1.0342e+05
5	-20	51711	25855	0
5	-20	51711	25855	25855
5	-20	51711	25855	51711
5	-20	51711	25855	77566
5	-20	51711	25855	1.0342e+05
5	-20	51711	51711	0
5	-20	51711	51711	25855
5	-20	51711	51711	51711
5	-20	51711	51711	77566
5	-20	51711	51711	1.0342e+05
5	-20	51711	77566	0
5	-20	51711	77566	25855
5	-20	51711	77566	51711
5	-20	51711	77566	77566
5	-20	51711	77566	1.0342e+05
5	-20	51711	1.0342e+05	0
5	-20	51711	1.0342e+05	25855
5	-20	51711	1.0342e+05	51711
5	-20	51711	1.0342e+05	77566
5	-20	51711	1.0342e+05	1.0342e+05
5	-20	77566	0	0
5	-20	77566	0	25855
5	-20	77566	0	51711
5	-20	77566	0	77566
5	-20	77566	0	1.0342e+05
5	-20	77566	25855	0
5	-20	77566	25855	25855
5	-20	77566	25855	51711
5	-20	77566	25855	77566
5	-20	77566	25855	1.0342e+05
5	-20	77566	51711	0
5	-20	77566	51711	25855
5	-20	77566	51711	51711
5	-20	77566	51711	77566
5	-20	77566	51711	1.0342e+05
5	-20	77566	77566	0
5	-20	77566	77566	25855
5	-20	77566	77566	51711
5	-20	77566	77566	77566
5	-20	77566	77566	1.0342e+05
5	-20	77566	1.0342e+05	0
5	-20	77566	1.0342e+05	25855
5	-20	77566	1.0342e+05	51711
5	-20	77566	1.0342e+05	77566
5	-20	77566	1.0342e+05	1.0342e+05
5	-20	1.0342e+05	0	0
5	-20	1.0342e+05	0	25855
5	-20	1.0342e+05	0	51711
5	-20	1.0342e+05	0	77566
5	-20	1.0342e+05	0	1.0342e+05
5	-20	1.0342e+05	25855	0
5	-20	1.0342e+05	25855	25855
5	-20	1.0342e+05	25855	51711
5	-20	1.0342e+05	25855	77566
5	-20	1.0342e+05	25855	1.0342e+05
5	-20	1.0342e+05	51711	0
5	-20	1.0342e+05	51711	25855
5	-20	1.0342e+05	51711	51711
5	-20	1.0342e+05	51711	77566
5	-20	1.0342e+05	51711	1.0342e+05
5	-20	1.0342e+05	77566	0
5	-20	1.0342e+05	77566	25855
5	-20	1.0342e+05	77566	51711
5	-20	1.0342e+05	77566	77566
5	-20	1.0342e+05	77566	1.0342e+05
5	-20	1.0342e+05	1.0342e+05	0
5	-20	1.0342e+05	1.0342e+05	25855
5	-20	1.0342e+05	1.0342e+05	51711
5	-20	1.0342e+05	1.0342e+05	77566
5	-20	1.0342e+05	1.0342e+05	1.0342e+05
-5	20	0	0	0
-5	20	0	0	25855
-5	20	0	0	51711
-5	20	0	0	77566
-5	20	0	0	1.0342e+05
-5	20	0	25855	0
-5	20	0	25855	25855
-5	20	0	25855	51711
-5	20	0	25855	77566
-5	20	0	25855	1.0342e+05
-5	20	0	51711	0
-5	20	0	51711	25855
-5	20	0	51711	51711
-5	20	0	51711	77566
-5	20	0	51711	1.0342e+05
-5	20	0	77566	0
-5	20	0	77566	25855
-5	20	0	77566	51711
-5	20	0	77566	77566
-5	20	0	77566	1.0342e+05
-5	20	0	1.0342e+05	0
-5	20	0	1.0342e+05	25855
-5	20	0	1.0342e+05	51711
-5	20	0	1.0342e+05	77566
-5	20	0	1.0342e+05	1.0342e+05
-5	20	25855	0	0
-5	20	25855	0	25855
-5	20	25855	0	51711
-5	20	25855	0	77566
-5	20	25855	0	1.0342e+05
-5	20	25855	25855	0
-5	20	25855	25855	25855
-5	20	25855	25855	51711
-5	20	25855	25855	77566
-5	20	25855	25855	1.0342e+05
-5	20	25855	51711	0
-5	20	25855	51711	25855
-5	20	25855	51711	51711
-5	20	25855	51711	77566
-5	20	25855	51711	1.0342e+05
-5	20	25855	77566	0
-5	20	25855	77566	25855
-5	20	25855	77566	51711
-5	20	25855	77566	77566
-5	20	25855	77566	1.0342e+05
-5	20	25855	1.0342e+05	0
-5	20	25855	1.0342e+05	25855
-5	20	25855	1.0342e+05	51711
-5	20	25855	1.0342e+05	77566
-5	20	25855	1.0342e+05	1.0342e+05
-5	20	51711	0	0
-5	20	51711	0	25855
-5	20	51711	0	51711
-5	20	51711	0	77566
-5	20	51711	0	1.0342e+05
-5	20	51711	25855	0
-5	20	51711	25855	25855
-5	20	51711	25855	51711
-5	20	51711	25855	77566
-5	20	51711	25855	1.0342e+05
-5	20	51711	51711	0
-5	20	51711	51711	25855
-5	20	51711	51711	51711
-5	20	51711	51711	77566
-5	20	51711	51711	1.0342e+05
-5	20	51711	77566	0
-5	20	51711	77566	25855
-5	20	51711	77566	51711
-5	20	51711	77566	77566
-5	20	51711	77566	1.0342e+05
-5	20	51711	1.0342e+05	0
-5	20	51711	1.0342e+05	25855
-5	20	51711	1.0342e+05	51711
-5	20	51711	1.0342e+05	77566
-5	20	51711	1.0342e+05	1.0342e+05
-5	20	77566	0	0
-5	20	77566	0	25855
-5	20	77566	0	51711
-5	20	77566	0	77566
-5	20	77566	0	1.0342e+05
-5	20	77566	25855	0
-5	20	77566	25855	25855
-5	20	77566	25855	51711
-5	20	77566	25855	77566
-5	20	77566	25855	1.0342e+05
-5	20	77566	51711	0
-5	20	77566	51711	25855
-5	20	77566	51711	51711
-5	20	77566	51711	77566
-5	20	77566	51711	1.0342e+05
-5	20	77566	77566	0
-5	20	77566	77566	25855
-5	20	77566	77566	51711
-5	20	77566	77566	77566
-5	20	77566	77566	1.0342e+05
-5	20	77566	1.0342e+05	0
-5	20	77566	1.0342e+05	25855
-5	20	77566	1.0342e+05	51711
-5	20	77566	1.0342e+05	77566
-5	20	77566	1.0342e+05	1.0342e+05
-5	20	1.0342e+05	0	0
-5	20	1.0342e+05	0	25855
-5	20	1.0342e+05	0	51711
-5	20	1.0342e+05	0	77566
-5	20	1.0342e+05	0	1.0342e+05
-5	20	1.0342e+05	25855	0
-5	20	1.0342e+05	25855	25855
-5	20	1.0342e+05	25855	51711
-5	20	1.0342e+05	25855	77566
-5	20	1.0342e+05	25855	1.0342e+05
-5	20	1.0342e+05	51711	0
-5	20	1.0342e+05	51711	25855
-5	20	1.0342e+05	51711	51711
-5	20	1.0342e+05	51711	77566
-5	20	1.0342e+05	51711	1.0342e+05
-5	20	1.0342e+05	77566	0
-5	20	1.0342e+05	77566	25855
-5	20	1.0342e+05	77566	51711
-5	20	1.0342e+05	77566	77566
-5	20	1.0342e+05	77566	1.0342e+05
-5	20	1.0342e+05	1.0342e+05	0
-5	20	1.0342e+05	1.0342e+05	25855
-5	20	1.0342e+05	1.0342e+05	51711
-5	20	1.0342e+05	1.0342e+05	77566
-5	20	1.0342e+05	1.0342e+05	1.0342e+05
-5	-20	0	0	0
-5	-20	0	0	25855
-5	-20	0	0	51711
-5	-20	0	0	77566
-5	-20	0	0	1.0342e+05
-5	-20	0	25855	0
-5	-20	0	25855	25855
-5	-20	0	25855	51711
-5	-20	0	25855	77566
-5	-20	0	25855	1.0342e+05
-5	-20	0	51711	0
-5	-20	0	51711	25855
-5	-20	0	51711	51711
-5	-20	0	51711	77566
-5	-20	0	51711	1.0342e+05
-5	-20	0	77566	0
-5	-20	0	77566	25855
-5	-20	0	77566	51711
-5	-20	0	77566	77566
-5	-20	0	77566	1.0342e+05
-5	-20	0	1.0342e+05	0
-5	-20	0	1.0342e+05	25855
-5	-20	0	1.0342e+05	51711
-5	-20	0	1.0342e+05	77566
-5	-20	0	1.0342e+05	1.0342e+05
-5	-20	25855	0	0
-5	-20	25855	0	25855
-5	-20	25855	0	51711
-5	-20	25855	0	77566
-5	-20	25855	0	1.0342e+05
-5	-20	25855	25855	0
-5	-20	25855	25855	25855
-5	-20	25855	25855	51711
-5	-20	25855	25855	77566
-5	-20	25855	25855	1.0342e+05
-5	-20	25855	51711	0
-5	-20	25855	51711	25855
-5	-20	25855	51711	51711
-5	-20	25855	51711	77566
-5	-20	25855	51711	1.0342e+05
-5	-20	25855	77566	0
-5	-20	25855	77566	25855
-5	-20	25855	77566	51711
-5	-20	25855	77566	77566
-5	-20	25855	77566	1.0342e+05
-5	-20	25855	1.0342e+05	0
-5	-20	25855	1.0342e+05	25855
-5	-20	25855	1.0342e+05	51711
-5	-20	25855	1.0342e+05	77566
-5	-20	25855	1.0342e+05	1.0342e+05
-5	-20	51711	0	0
-5	-20	51711	0	25855
-5	-20	51711	0	51711
-5	-20	51711	0	77566
-5	-20	51711	0	1.0342e+05
-5	-20	51711	25855	0
-5	-20	51711	25855	25855
-5	-20	51711	25855	51711
-5	-20	51711	25855	77566
-5	-20	51711	25855	1.0342e+05
-5	-20	51711	51711	0
-5	-20	51711	51711	25855
-5	-20	51711	51711	51711
-5	-20	51711	51711	77566
-5	-20	51711	51711	1.0342e+05
-5	-20	51711	77566	0
-5	-20	51711	77566	25855
-5	-20	51711	77566	51711
-5	-20	51711	77566	77566
-5	-20	51711	77566	1.0342e+05
-5	-20	51711	1.0342e+05	0
-5	-20	51711	1.0342e+05	25855
-5	-20	51711	1.0342e+05	51711
-5	-20	51711	1.0342e+05	77566
-5	-20	51711	1.0342e+05	1.0342e+05
-5	-20	77566	0	0
-5	-20	77566	0	25855
-5	-20	77566	0	51711
-5	-20	77566	0	77566
-5	-20	77566	0	1.0342e+05
-5	-20	77566	25855	0
-5	-20	77566	25855	25855
-5	-20	77566	25855	51711
-5	-20	77566	25855	77566
-5	-20	77566	25855	1.0342e+05
-5	-20	77566	51711	0
-5	-20	77566	51711	25855
-5	-20	77566	51711	51711
-5	-20	77566	51711	77566
-5	-20	77566	51711	1.0342e+05
-5	-20	77566	77566	0
-5	-20	77566	77566	25855
-5	-20	77566	77566	51711
-5	-20	77566	77566	77566
-5	-20	77566	77566	1.0342e+05
-5	-20	77566	1.0342e+05	0
-5	-20	77566	1.0342e+05	25855
-5	-20	77566	1.0342e+05	51711
-5	-20	77566	1.0342e+05	77566
-5	-20	77566	1.0342e+05	1.0342e+05
-5	-20	1.0342e+05	0	0
-5	-20	1.0342e+05	0	25855
-5	-20	1.0342e+05	0	51711
-5	-20	1.0342e+05	0	77566
-5	-20	1.0342e+05	0	1.0342e+05
-5	-20	1.0342e+05	25855	0
-5	-20	1.0342e+05	25855	25855
-5	-20	1.0342e+05	25855	51711
-5	-20	1.0342e+05	25855	77566
-5	-20	1.0342e+05	25855	1.0342e+05
-5	-20	1.0342e+05	51711	0
-5	-20	1.0342e+05	51711	25855
-5	-20	1.0342e+05	51711	51711
-5	-20	1.0342e+05	51711	77566
-5	-20	1.0342e+05	51711	1.0342e+05
-5	-20	1.0342e+05	77566	0
-5	-20	1.0342e+05	77566	25855
-5	-20	1.0342e+05	77566	51711
-5	-20	1.0342e+05	77566	77566
-5	-20	1.0342e+05	77566	1.0342e+05
-5	-20	1.0342e+05	1.0342e+05	0
-5	-20	1.0342e+05	1.0342e+05	25855
-5	-20	1.0342e+05	1.0342e+05	51711
-5	-20	1.0342e+05	1.0342e+05	77566
-5	-20	1.0342e+05	1.0342e+05	1.0342e+05
